positionne,distanceli,nom,typecapteu,typepostem,nbvoies,moyennejou,debithorai,horairedeb,identifian,identifia0,anneerefer,estvalide,gid,date
2190_V,81,2190_Barbusse_Duret_Delore,Capteur inductif Criter,Comptage tous véhicules,1,2173.0,284.0,17h00,2190,726,2023.0,,609,2025-03-07
1839_VL,0,1839_Voie_PLB_Vinatier_Paris1,Capteur inductif Criter,Comptage tous véhicules,4,68148.0,5623.0,16h00,1839,-1,2023.0,,1117,2025-03-16
2115_VR,0,2115_Voie_A7_Solaize_Marseille_3,Capteur inductif Criter,Comptage tous véhicules,3,45657.0,4064.0,18h00,2115,-1,2023.0,,16,2025-01-19
1447_VL,105,1447_Fulchiron_Pl. Crepu_Bonaparte,Capteur inductif Criter,Comptage tous véhicules,2,7970.0,732.0,09h00,1447,108,2023.0,,873,2025-01-28
226_VL,108,226_Thomas_Theodo_Rolletre,Capteur inductif Criter,Comptage tous véhicules,2,14473.0,1191.0,19h00,226,182,2023.0,,2245,2025-04-01
1466_VR,999,1466_Pont Poincarre NS,Capteur inductif Criter,Comptage tous véhicules,2,22387.0,2102.0,08h00,1466,-1,2023.0,,880,2025-03-14
728_VR,0,728_Sortie_Voies_Nord_XRousse,Capteur inductif Criter,Comptage tous véhicules,2,15809.0,1476.0,08h00,728,-1,2023.0,,2019,2025-02-06
2024_VM,0,2024_Voie_A7_Confluence_Paris_2,Capteur inductif Criter,Comptage tous véhicules,3,51785.0,3768.0,07h00,2024,-1,2022.0,,96,2025-03-15
1970_VR,0,1970_Voie_A6_Dardilly_Marseille,Capteur inductif Criter,Comptage tous véhicules,2,,,,1970,-1,,,223,2025-01-17
588_VR,79,588_Mermoz_Parc_Pinel,Capteur inductif Criter,Comptage tous véhicules,2,15753.0,1211.0,18h00,588,2630,2023.0,,1839,2025-02-23
959_V_2,999,959_Sain Bel_Terres d'Or_ Servant,Capteur inductif Criter,Comptage tous véhicules,1,5725.0,597.0,17h00,959,-1,2023.0,,1324,2025-03-07
153_VL,87,153_Courmont_Pt. Wilson_Moulin,Capteur inductif Criter,Comptage tous véhicules,3,23205.0,1497.0,18h00,153,258,2023.0,,2531,2025-01-13
1966_VR,0,1966_Voie_N6_Lyon_A89_2,Capteur inductif Criter,Comptage tous véhicules,2,,,,1966,-1,,,80,2025-04-09
18_VL,127,18_Thiers_Germain_Lafayette,Capteur inductif Criter,Comptage tous véhicules,2,7794.0,570.0,18h00,18,540,2023.0,,2684,2025-04-05
1999_VL,0,1999_Voie_A6_Tassin_Marseille,Capteur inductif Criter,Comptage tous véhicules,2,30381.0,2055.0,06h00,1999,-1,2023.0,,663,2025-02-11
194_V,130,194_Rolland_Juin_Fousseret,Capteur inductif Criter,Comptage tous véhicules,1,1037.0,120.0,18h00,194,111,2023.0,,2232,2025-02-21
1981_VM,0,1981_Voie_A6_Ecully_Marseille_1,Capteur inductif Criter,Comptage tous véhicules,3,50009.0,4742.0,07h00,1981,-1,2021.0,,264,2025-02-15
1533_V,116,1533_A. Lumiere_St Romain_Berliet,Capteur inductif Criter,Comptage tous véhicules,1,3253.0,312.0,17h00,1533,286,2023.0,,818,2025-01-25
1862_VM,0,1862_Voie_PLB_Villeurbanne_Marseille,Capteur inductif Criter,Comptage tous véhicules,3,52126.0,5424.0,18h00,1862,-1,2022.0,,698,2025-03-11
1872_VL,0,1872_Voie_A42_Vaulx-en-Velin_Lyon_1,Capteur inductif Criter,Comptage tous véhicules,2,37781.0,3289.0,07h00,1872,-1,2023.0,,715,2025-03-07
1429_V,89,1429_Grde Rue XRousse_Ambre_Henon,Capteur inductif Criter,Comptage tous véhicules,1,5627.0,418.0,19h00,1429,126,2023.0,,624,2025-04-08
204_V,72,204_Faure_Garibaldi_Philip,Capteur inductif Criter,Comptage tous véhicules,1,5763.0,396.0,13h00,204,192,2023.0,,2264,2025-01-24
23_VR,52,23_Berthelot_Gallieni_Raulin,Capteur inductif Criter,Comptage tous véhicules,2,19996.0,1283.0,18h00,23,400,2023.0,,2669,2025-03-06
2294_VL,0,2294_Jaures SN,Capteur inductif Criter,Comptage tous véhicules,1,,,,2294,827,,,280,2025-01-28
330_VR,198,330_4 Aout_Cusset_Peri,Capteur inductif Criter,Comptage tous véhicules,2,15403.0,1368.0,17h00,330,2030,2023.0,,2369,2025-04-03
1993_VL,0,1993_Voie_A6_Ecully_Marseille_4,Capteur inductif Criter,Comptage tous véhicules,4,61685.0,4741.0,07h00,1993,-1,2023.0,,305,2025-01-24
1804_VL,0,1804_Sortie_PLB_Paris_Gerland,Capteur inductif Criter,Comptage tous véhicules,2,,,,1804,-1,,,1037,2025-02-28
1965_VR,0,1965_Voie_N6_A89_Lyon_2,Capteur inductif Criter,Comptage tous véhicules,2,12453.0,1374.0,08h00,1965,-1,2023.0,,78,2025-02-15
870_VL,84,870_Hugo_Serre_Vallon,Capteur inductif Criter,Comptage tous véhicules,2,10635.0,1132.0,07h00,870,9,2023.0,,2192,2025-03-22
519_VR,101,519_Bonnevay_PP_Sport,Capteur inductif Criter,Comptage tous véhicules,2,13872.0,1380.0,08h00,519,2041,2023.0,,1927,2025-03-16
1279_V,118,1279_Grosso_Rail_Salengro,Capteur inductif Criter,Comptage tous véhicules,1,4943.0,544.0,08h00,1279,-1,2023.0,,1228,2025-03-01
2117_V,0,2117_Entrée_A7_Serezin-du-Rhone_Paris,Capteur inductif Criter,Comptage tous véhicules,1,6551.0,1151.0,07h00,2117,-1,2023.0,,546,2025-02-19
1103_VR,83,1103_Lyon_Alouettes_Cite Berliet,Capteur inductif Criter,Comptage tous véhicules,2,10204.0,1117.0,08h00,1103,2633,2023.0,,1583,2025-03-15
410_V,63,410_Buyer_Fiacre_4 Colonnes,Capteur inductif Criter,Comptage tous véhicules,1,4300.0,501.0,18h00,410,96,2023.0,,2664,2025-01-26
1837_V,0,1837_Sortie_PLB_Paris_Vinatier1,Capteur inductif Criter,Comptage tous véhicules,1,21900.0,1997.0,16h00,1837,-1,2023.0,,1110,2025-03-25
345_V,87,345_Brindas_11 Novembre_Millaud,Capteur inductif Criter,Comptage tous véhicules,1,896.0,116.0,08h00,345,745,2023.0,,2202,2025-03-03
655_V,37,655_Zola_Racine_Servet,Capteur inductif Criter,Comptage tous véhicules,1,8933.0,619.0,14h00,655,2320,2023.0,,2092,2025-02-09
296_V,135,296_Thorez_Lenine_Farge,Capteur inductif Criter,Comptage tous véhicules,1,4808.0,445.0,13h00,296,806,2023.0,,2619,2025-02-16
2031_VL,0,2031_Voie_A7_Oullins_Paris,Capteur inductif Criter,Comptage tous véhicules,3,44914.0,4396.0,07h00,2031,-1,2019.0,,419,2025-01-14
805_VR,64,805_Terme_Jardin des Plantes_XRousse,Capteur inductif Criter,Comptage tous véhicules,2,2506.0,305.0,14h00,805,141,2022.0,,1764,2025-03-28
1849_VR,0,1849_Voie_PLB_Montchat_Paris1,Capteur inductif Criter,Comptage tous véhicules,3,69715.0,5389.0,16h00,1849,-1,2023.0,,1804,2025-01-20
1978_VM,0,1978_Voie_A6_Champagne_Paris,Capteur inductif Criter,Comptage tous véhicules,3,43980.0,3873.0,16h00,1978,-1,2023.0,,260,2025-02-13
525_CS,0,525_Velo_berges_NS,Capteur inductif Criter,Comptage vélo,1,3104.0,1196.0,08h00,525,-1,2023.0,,1933,2025-03-12
466_SN,0,466_Velo_E. Unis SN,Capteur inductif Criter,Comptage vélo,1,295.0,252.0,08h00,466,-1,2020.0,,2310,2025-03-08
1997_VR,0,1997_Entrée_A6_Tassin_Paris,Capteur inductif Criter,Comptage tous véhicules,2,29854.0,3003.0,18h00,1997,-1,2023.0,,312,2025-03-06
1797_VM,0,1797_Voie_PLB_SaintFons_Paris1,Capteur inductif Criter,Comptage tous véhicules,3,26375.0,3088.0,07h00,1797,-1,2023.0,,1023,2025-02-06
995_VR,103,995_Droits de l'Homme_Schuman_Marauders,Capteur inductif Criter,Comptage tous véhicules,3,12102.0,1419.0,23h00,995,2146,2023.0,,1406,2025-02-24
1521_V,92,1521_Baraban_Roposte_Pompidou,Capteur inductif Criter,Comptage tous véhicules,1,1786.0,169.0,18h00,1521,353,2023.0,,912,2025-02-12
1608_V,124,1608_Razes_Limburg_Chater,Capteur inductif Criter,Comptage tous véhicules,1,3914.0,474.0,17h00,1608,-1,2023.0,,1516,2025-02-22
448_V,94,448_Choulans_StLaurent_Chapelle,Capteur inductif Criter,Comptage tous véhicules,2,7269.0,639.0,18h00,448,2774,2023.0,,2286,2025-01-21
1336_V,83,1336_Stasbourg_Combe Martin_Picot,Capteur inductif Criter,Comptage tous véhicules,1,1487.0,228.0,18h00,1336,-1,2023.0,,1299,2025-01-14
1902_VR,0,1902_Voie_N346_Decine_Paris_2,Capteur inductif Criter,Comptage tous véhicules,2,41738.0,3373.0,17h00,1902,-1,2023.0,,583,2025-03-21
1923_V,0,1923_Sorite_N346_Marseille_ParcOlympiqueLyonnais,Capteur inductif Criter,Comptage tous véhicules,1,4749.0,950.0,18h00,1923,-1,2023.0,,464,2025-02-20
90_V,175,90_Genas_Foch_Cyprian,Capteur inductif Criter,Comptage tous véhicules,1,14186.0,973.0,18h00,90,2120,2023.0,,2401,2025-03-04
1843_VR,0,1843_Voie_PLB_Montchat_Marseille2,Capteur inductif Criter,Comptage tous véhicules,3,58956.0,5537.0,07h00,1843,-1,2020.0,,651,2025-02-28
403_VL,94,403_Croizat_Coblod_24 Aout,Capteur inductif Criter,Comptage tous véhicules,2,10401.0,978.0,08h00,403,2170,2023.0,,2447,2025-03-20
1823_VR,0,1823_Voie_A43_PLB_Lyon,Capteur inductif Criter,Comptage tous véhicules,2,13181.0,1190.0,07h00,1823,-1,2023.0,,1086,2025-02-08
375_VL,108,375_Perrache_Chol_Pt. Pasteur,Capteur inductif Criter,Comptage tous véhicules,2,9100.0,964.0,08h00,375,315,2023.0,,2372,2025-01-30
1355_V,104,1355_Pressense_Sembat_Tache Velin,Capteur inductif Criter,Comptage tous véhicules,1,7172.0,669.0,08h00,1355,2158,2023.0,,21,2025-03-24
1443_V,123,1443_Annonciade_Rivet_Jardin des Plantes,Capteur inductif Criter,Comptage tous véhicules,1,1768.0,157.0,08h00,1443,-1,2023.0,,614,2025-02-25
1438_V,143,1438_Arloing_Port Mouton_Koenig,Capteur inductif Criter,Comptage tous véhicules,1,2389.0,238.0,18h00,1438,-1,2023.0,,633,2025-03-15
1103_VL,83,1103_Lyon_Alouettes_Cite Berliet,Capteur inductif Criter,Comptage tous véhicules,2,10204.0,1117.0,08h00,1103,2633,2023.0,,1582,2025-02-28
211_V,115,211_Berthet_Dumas_St. Pierre de Vaise,Capteur inductif Criter,Comptage tous véhicules,1,4024.0,301.0,17h00,211,374,2023.0,,2382,2025-01-29
73_VL,78,73_Tassigny_Duquesne_Herbouville,Capteur inductif Criter,Comptage tous véhicules,2,12107.0,1026.0,08h00,73,159,2023.0,,2566,2025-02-22
606_V,60,606_Canuts_Cuire_PP,Capteur inductif Criter,Comptage tous véhicules,1,3913.0,488.0,08h00,606,987,2023.0,,1857,2025-02-01
942_SN,0,942_Velo_Pt_Croix Luizet_SN,Capteur inductif Criter,Comptage vélo,1,413.0,82.0,17h00,942,-1,2023.0,,1195,2025-02-03
2110_VL,0,2110_Voie_A7_Solaize_Paris_2,Capteur inductif Criter,Comptage tous véhicules,3,52035.0,4625.0,07h00,2110,-1,2023.0,,355,2025-02-01
324_VM,87,324_Garibaldi_Vienne_Berthelot,Capteur inductif Criter,Comptage tous véhicules,3,9471.0,726.0,08h00,324,406,2023.0,,2358,2025-02-19
555_VR,242,555_Dufour_Pasteur_Crepieux,Capteur inductif Criter,Comptage tous véhicules,2,12029.0,1024.0,19h00,555,2666,2023.0,,1970,2025-01-26
1376_V,100,1376_Bert_Clement_Croizat,Capteur inductif Criter,Comptage tous véhicules,1,3767.0,329.0,18h00,1376,2188,2023.0,,794,2025-03-26
252_V,158,252_Belges_Duguesclin_Boileau,Capteur inductif Criter,Comptage tous véhicules,1,6187.0,547.0,08h00,252,2269,2023.0,,2432,2025-01-24
420_V,110,420_Oschatz_Dreyfus_Gambetta,Capteur inductif Criter,Comptage tous véhicules,1,3868.0,345.0,11h00,420,2194,2023.0,,2200,2025-02-28
963_V_1,999,963_Charezieux_Liberation_Tuileries,Capteur inductif Criter,Comptage tous véhicules,1,5436.0,662.0,18h00,963,-1,2023.0,,1351,2025-03-13
544_VR,168,544_Herbouville_Bonafous_TD,Capteur inductif Criter,Comptage tous véhicules,2,22896.0,1638.0,17h00,544,130,2023.0,,1953,2025-02-28
411_V,108,411_Audry_Bas de Loyasse_Buyer,Capteur inductif Criter,Comptage tous véhicules,1,3245.0,541.0,18h00,411,96,2023.0,,2479,2025-02-13
1854_VR,0,1854_Entrée_PLB_LaSoie_Paris,Capteur inductif Criter,Comptage tous véhicules,2,,,,1854,-1,,,395,2025-03-25
109_VL,165,109_Lacassagne_Bert_Faure,Capteur inductif Criter,Comptage tous véhicules,2,8151.0,663.0,17h00,109,314,2023.0,,2720,2025-03-19
484_V,121,484_Republique_ Vernique_Vauboin,Capteur inductif Criter,Comptage tous véhicules,1,4154.0,305.0,19h00,484,2467,2023.0,,2321,2025-03-09
1510_V,77,1510_Vitton_Reconnaissance_Louis,Capteur inductif Criter,Comptage tous véhicules,1,7113.0,527.0,07h00,1510,2457,2023.0,,901,2025-01-24
2328_V,999,2328_Perrache_Dugas Montbel_M7,Capteur inductif Criter,Comptage tous véhicules,1,9622.0,989.0,17h00,2328,660,2023.0,,2167,2025-03-26
976_V_1,999,976_Vieux Port_Vaches_Puits du Monde,Capteur inductif Criter,Comptage tous véhicules,1,4710.0,663.0,17h00,976,-1,2023.0,,1371,2025-03-13
693_VR,0,693_Sortie_Tube_Sud_Rochecardon,Capteur inductif Criter,Comptage tous véhicules,2,22660.0,2646.0,07h00,693,-1,2022.0,,2147,2025-02-12
1786_VL,0,1786_Voie_A7_Pierre-Benite_Paris_2,Capteur inductif Criter,Comptage tous véhicules,3,45740.0,4841.0,07h00,1786,-1,2019.0,,1031,2025-02-26
2003_VR,0,2003_Voie_A6_Vaise_Paris_1,Capteur inductif Criter,Comptage tous véhicules,2,39756.0,2779.0,08h00,2003,-1,2023.0,,665,2025-02-16
1821_V,0,1821_Entrée_PLB_Essarts_Paris,Capteur inductif Criter,Comptage tous véhicules,1,,,,1821,-1,,,1087,2025-03-16
1947_V,0,1947_Entrée_N346_ZIMiPlaine_Marseille,Capteur inductif Criter,Comptage tous véhicules,1,13650.0,1354.0,17h00,1947,-1,2023.0,,110,2025-03-28
2089_VL,0,2089_Voie_PLB_SaintFons_Paris2,Capteur inductif Criter,Comptage tous véhicules,2,26464.0,2419.0,07h00,2089,-1,2021.0,,181,2025-03-31
214_V,73,214_Berthet_Cassin_Leclair,Capteur inductif Criter,Comptage tous véhicules,1,8711.0,833.0,08h00,214,689,2023.0,,2250,2025-03-15
741_V,51,741_Vienne_Vivier_Delore,Capteur inductif Criter,Comptage tous véhicules,1,3625.0,300.0,17h00,741,2306,2023.0,,2440,2025-03-18
381_SN,0,381_Velo_Gambett OE,Capteur inductif Criter,Comptage vélo,1,2382.0,411.0,18h00,381,-1,2023.0,,2225,2025-01-30
731_VL,0,731_Sortie_Voies_Sud_XRousse,Capteur inductif Criter,Comptage tous véhicules,2,19884.0,1974.0,08h00,731,-1,2023.0,,2025,2025-01-24
1008_VR,96,1008_Einstein_11 Novembre_Antonins,Capteur inductif Criter,Comptage tous véhicules,2,5041.0,530.0,08h00,1008,2881,2023.0,,1473,2025-03-26
1248_V,110,1248_Collongue_Gambshein_Santy,Capteur inductif Criter,Comptage tous véhicules,1,3436.0,416.0,17h00,1248,-1,2023.0,,1203,2025-03-07
1957_V,0,1957_Sortie_N346_Paris_Lyon,Capteur inductif Criter,Comptage tous véhicules,1,16827.0,1302.0,07h00,1957,-1,2023.0,,167,2025-01-26
1933_VR,0,1933_Voie_N346_Genas_Marseille_1,Capteur inductif Criter,Comptage tous véhicules,2,48577.0,4076.0,07h00,1933,-1,2023.0,,523,2025-04-08
618_V,203,618_Perrache_Belier_Dugas Montbel,Capteur inductif Criter,Comptage tous véhicules,1,11109.0,986.0,08h00,618,660,2023.0,,1875,2025-03-18
2084_V,0,2084_Sortie_BUS_A7_ZILyonSud,Capteur inductif Criter,Comptage tous véhicules,1,2448.0,548.0,17h00,2084,-1,2023.0,,174,2025-03-13
556_V,70,556_Pasteur_Zamenhof_Soldats,Capteur inductif Criter,Comptage tous véhicules,1,7452.0,711.0,17h00,556,2666,2023.0,,1967,2025-02-22
468_CS,0,468_Velo_11 Nov._EO,Capteur inductif Criter,Comptage vélo,1,,,,468,-1,,,2315,2025-04-09
1026_VL,86,1026_Tchecoslovaques_Berthelot_Veyron,Capteur inductif Criter,Comptage tous véhicules,3,17024.0,1267.0,08h00,1026,596,2023.0,,1461,2025-03-10
259_VL,54,259_Garibaldi_Troncet_Vitton,Capteur inductif Criter,Comptage tous véhicules,2,10851.0,992.0,08h00,259,336,2023.0,,2585,2025-03-09
1009_V,99,1009_Pressense_Maire_Anatole France,Capteur inductif Criter,Comptage tous véhicules,1,1888.0,190.0,18h00,1009,2072,2023.0,,1475,2025-03-21
626_V,84,626_Bert_Vivier Merle_Villette,Capteur inductif Criter,Comptage tous véhicules,1,8481.0,1031.0,08h00,626,312,2023.0,,41,2025-01-15
1141_V,63,1141_Jaures_Carnot_Zola,Capteur inductif Criter,Comptage tous véhicules,1,3516.0,279.0,19h00,1141,801,2023.0,,1652,2025-03-17
1764_VR,57,1764_Flandin_Saint - Antoine _ Lafayette,Capteur inductif Criter,Comptage tous véhicules,2,3863.0,321.0,17h00,1764,-1,2023.0,,940,2025-01-21
2015_VR,0,2015_Voie_A6_Lyon2_Marseillle,Capteur inductif Criter,Comptage tous véhicules,2,,,,2015,-1,,,597,2025-01-28
525_SN,0,525_Velo_berges_NS,Capteur inductif Criter,Comptage vélo,1,3104.0,1196.0,08h00,525,-1,2023.0,,1932,2025-03-14
2152_V,113,2152_Dupont _ Barrage _ Couzon,Capteur inductif Criter,Comptage tous véhicules,1,6540.0,705.0,07h00,2152,-1,2023.0,,405,2025-04-01
2277_V,78,2277_Rousseau_Pasteur_DeGaulle,Capteur inductif Criter,Comptage tous véhicules,1,2289.0,259.0,17h00,2277,2550,2023.0,,326,2025-02-23
642_CS,0,642_Velo_Roosevelt_O/ E,Capteur inductif Criter,Comptage vélo,1,749.0,149.0,18h00,642,-1,2023.0,,2071,2025-03-21
1770_VL,112,1770_Lacassagne _ Bert_ Moissonnier,Capteur inductif Criter,Comptage tous véhicules,2,14210.0,1134.0,17h00,1770,313,2023.0,,964,2025-03-02
1951_V,0,1951_Sortie_N346_Marseille_ZIMiPlaine,Capteur inductif Criter,Comptage tous véhicules,1,15013.0,1469.0,08h00,1951,-1,2023.0,,117,2025-01-28
1491_V,63,1491_1er Mars_Union_4 Aout,Capteur inductif Criter,Comptage tous véhicules,1,2610.0,234.0,17h00,1491,2082,2023.0,,810,2025-03-25
2224_V,108,2224_Bretelle sortie,Capteur inductif Criter,Comptage tous véhicules,1,9692.0,808.0,16h00,2224,2859,2023.0,,372,2025-01-31
1845_VM,0,1845_Voie_PLB_Montchat_Paris2,Capteur inductif Criter,Comptage tous véhicules,3,60328.0,5397.0,17h00,1845,-1,2020.0,,653,2025-02-15
1066_VL,119,1066_V.Merle_Pensionnat_Bert,Capteur inductif Criter,Comptage tous véhicules,3,9500.0,677.0,08h00,1066,365,2023.0,,1420,2025-01-15
342_VL,95,342_Lacassagne_Faure_Dauphine,Capteur inductif Criter,Comptage tous véhicules,2,9846.0,801.0,17h00,342,2823,2023.0,,2553,2025-03-13
517_VM,93,517_Bonnevay_Giratoire_Bohr,Capteur inductif Criter,Comptage tous véhicules,3,14643.0,1774.0,08h00,517,2040,2023.0,,1923,2025-01-20
429_VR,80,429_de Gaulle_Clos Verger_Tremie,Capteur inductif Criter,Comptage tous véhicules,2,13066.0,1221.0,17h00,429,2182,2023.0,,2217,2025-02-13
826_V,50,826_Lafayette_Bellecombe_Sainte Genevievre,Capteur inductif Criter,Comptage tous véhicules,1,4832.0,383.0,18h00,826,505,2023.0,,1828,2025-03-07
449_VR,66,449_Hugo_Valvert_Vallon,Capteur inductif Criter,Comptage tous véhicules,2,11922.0,1046.0,18h00,449,10,2023.0,,2291,2025-03-16
1414_V,100,1414_Baizet_Laborde_Acces BPNL,Capteur inductif Criter,Comptage tous véhicules,1,417.0,197.0,12h00,1414,-1,2023.0,,1148,2025-01-27
1529_V,105,1529_Bastie_Pomone-Jean XXIII,Capteur inductif Criter,Comptage tous véhicules,1,5417.0,492.0,17h00,1529,418,2023.0,,920,2025-03-04
1399_V,100,1399_Zola_Baratin_Bourgchanin,Capteur inductif Criter,Comptage tous véhicules,2,11963.0,739.0,14h00,1399,2106,2023.0,,1137,2025-02-14
689_VM,0,689_Sortie_Tube_Sud_Duchere,Capteur inductif Criter,Comptage tous véhicules,3,27696.0,3390.0,07h00,689,-1,2023.0,,2140,2025-03-08
424_VR,81,424_de Gaulle_Amadeo_Cot,Capteur inductif Criter,Comptage tous véhicules,2,12812.0,1205.0,17h00,424,2186,2023.0,,2222,2025-02-28
56_VM,30,56_Verguin_France_Stalingrad,Capteur inductif Criter,Comptage tous véhicules,3,10761.0,828.0,08h00,56,358,2023.0,,2475,2025-04-05
1988_V,0,1988_Entrée_A6_Ecully_Marseille,Capteur inductif Criter,Comptage tous véhicules,1,10347.0,970.0,15h00,1988,-1,2022.0,,278,2025-02-02
1500_V,108,1500_Blanqui_Muriers_Tolstoi,Capteur inductif Criter,Comptage tous véhicules,1,3323.0,259.0,08h00,1500,2095,2023.0,,828,2025-04-04
2317_V,0,2317_DARCIEUX_Ouest_SG031,Capteur inductif Criter,Comptage tous véhicules,1,,,,2317,2891,,,383,2025-01-28
1776_V,64,1776_Crequi _ Rancy _ Bert,Capteur inductif Criter,Comptage tous véhicules,1,3148.0,286.0,18h00,1776,616,2023.0,,950,2025-02-11
617_V,126,617_Rambaud_Dugas Montbel_Kitchener,Capteur inductif Criter,Comptage tous véhicules,1,6916.0,564.0,17h00,617,650,2023.0,,1872,2025-02-13
113_VR,80,113_Vivier Merle_Faure_ Pentionnat,Capteur inductif Criter,Comptage tous véhicules,3,14031.0,1006.0,09h00,113,364,2023.0,,2736,2025-03-25
1823_VL,0,1823_Voie_A43_PLB_Lyon,Capteur inductif Criter,Comptage tous véhicules,2,13181.0,1190.0,07h00,1823,-1,2023.0,,1085,2025-03-25
64_VL,90,64_de Gaulle_Poincare_Stationnement,Capteur inductif Criter,Comptage tous véhicules,3,22150.0,2111.0,08h00,64,343,2023.0,,2452,2025-02-14
74_VL,41,74_Universite_Anvers_Prado,Capteur inductif Criter,Comptage tous véhicules,3,15200.0,1011.0,12h00,74,269,2023.0,,2442,2025-01-18
685_VL,99,685_Vauban_Thiers_Favre,Capteur inductif Criter,Comptage tous véhicules,2,10473.0,814.0,08h00,685,309,2023.0,,1881,2025-03-08
2171_V,84,2171_Ligonnet_Delaune_Gizard,Capteur inductif Criter,Comptage tous véhicules,1,7086.0,736.0,14h00,2171,2557,2023.0,,686,2025-03-26
414_V,93,414_DFL_Bouvier_Debrousse,Capteur inductif Criter,Comptage tous véhicules,1,4412.0,411.0,18h00,414,102,2023.0,,52,2025-03-18
199_VR,120,199_Churchill_Leclerc_Boucle,Capteur inductif Criter,Comptage tous véhicules,3,14635.0,1301.0,18h00,199,-1,2022.0,,2385,2025-01-22
77_VL,178,77_Marietton_Bourbon_Apollinaire,Capteur inductif Criter,Comptage tous véhicules,2,11793.0,1105.0,17h00,77,696,2023.0,,2241,2025-03-20
2045_VR,0,2045_Sortie_A7_Marseille_A450,Capteur inductif Criter,Comptage tous véhicules,2,30777.0,2506.0,17h00,2045,-1,2023.0,,485,2025-03-03
238_V,68,238_Prevost_Garibaldi_Duquesne,Capteur inductif Criter,Comptage tous véhicules,1,987.0,130.0,08h00,238,2380,2023.0,,2761,2025-03-22
1086_V,99,1086_Philip_Fortunet_Peri,Capteur inductif Criter,Comptage tous véhicules,1,5382.0,442.0,17h00,1086,499,2023.0,,1442,2025-03-27
2312_V,0,2312_Gd REVOYET_Petit Revoyet_SG027,Capteur inductif Criter,Comptage tous véhicules,1,,,,2312,2887,,,375,2025-01-26
1140_V,108,1140_Hippodrome_Giratoire_Drevet,Capteur inductif Criter,Comptage tous véhicules,1,6537.0,645.0,08h00,1140,968,2023.0,,1651,2025-03-06
213_VL,52,213_Berthet_Cottin_Gorge de Loup,Capteur inductif Criter,Comptage tous véhicules,2,5340.0,468.0,13h00,213,2599,2023.0,,1691,2025-04-08
2078_V,0,2078_Sortie_A450_Brignais_Chaponost,Capteur inductif Criter,Comptage tous véhicules,1,4872.0,532.0,08h00,2078,-1,2023.0,,155,2025-04-03
1805_VL,0,1805_Voie_PLB_Moulin-à-Vent_Marseille,Capteur inductif Criter,Comptage tous véhicules,3,50242.0,4520.0,07h00,1805,-1,2021.0,,1038,2025-03-19
2119_VL,0,2119_Voie_A7_Serezin-du-Rhone_Paris,Capteur inductif Criter,Comptage tous véhicules,3,45241.0,3885.0,07h00,2119,-1,2023.0,,552,2025-03-29
1825_V,0,1825_Sortie_PLB_Paris_Essarts,Capteur inductif Criter,Comptage tous véhicules,1,29401.0,2435.0,16h00,1825,-1,2023.0,,1089,2025-03-25
783_V,406,783_StCyr_Arbaletiere_Pasteur,Capteur inductif Criter,Comptage tous véhicules,1,5518.0,528.0,07h00,783,668,2023.0,,2110,2025-01-16
457_VL,82,457_Canuts_Boucle_Henon,Capteur inductif Criter,Comptage tous véhicules,2,7718.0,644.0,18h00,457,125,2023.0,,2297,2025-01-25
2041_V,0,2041_Entrée_A7_Pierre-Benite_Marseille,Capteur inductif Criter,Comptage tous véhicules,1,,,,2041,-1,,,481,2025-03-02
723_VL,0,723_Voies_Sud_LaPape_1,Capteur inductif Criter,Comptage tous véhicules,2,17240.0,2296.0,07h00,723,-1,2023.0,,1997,2025-03-30
