id,gid,code_zone,zone,date,date_dif,code_pol,polluant,etat,niveau,com_court,commentaire,OBJECTID,SHAPE__Area,SHAPE__Length
435,435,2006,Ouest Ain,2025-01-20,2025-01-19,7,Ozone,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,435,7304271428.8186,431225.777083065
436,436,2006,Ouest Ain,2025-03-23,2025-03-22,7,Ozone,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,436,7304271428.8186,431225.777083065
437,437,2006,Ouest Ain,2025-03-11,2025-03-10,5,Particules PM10,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,437,7304271428.8186,431225.777083065
438,438,2006,Ouest Ain,2025-04-05,2025-04-04,5,Particules PM10,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,438,7304271428.8186,431225.777083065
439,439,2014,Zone Alpine Savoie,2025-02-19,2025-02-18,8,Dioxyde d'azote,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,439,7855005319.5752,1147978.29816881
440,440,2014,Zone Alpine Savoie,2025-01-19,2025-01-18,8,Dioxyde d'azote,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,440,7855005319.5752,1147978.29816881
441,441,2014,Zone Alpine Savoie,2025-04-08,2025-04-07,7,Ozone,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,441,7855005319.5752,1147978.29816881
442,442,2014,Zone Alpine Savoie,2025-02-22,2025-02-21,7,Ozone,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,442,7855005319.5752,1147978.29816881
443,443,2014,Zone Alpine Savoie,2025-01-16,2025-01-15,5,Particules PM10,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,443,7855005319.5752,1147978.29816881
444,444,2014,Zone Alpine Savoie,2025-01-23,2025-01-22,5,Particules PM10,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,444,7855005319.5752,1147978.29816881
445,445,2008,Vallée de l'Arve,2025-01-13,2025-01-12,8,Dioxyde d'azote,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,445,2584846973.62964,342702.15685192
446,446,2008,Vallée de l'Arve,2025-04-01,2025-03-31,8,Dioxyde d'azote,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,446,2584846973.62964,342702.15685192
447,447,2008,Vallée de l'Arve,2025-03-23,2025-03-22,7,Ozone,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,447,2584846973.62964,342702.15685192
448,448,2008,Vallée de l'Arve,2025-01-18,2025-01-17,7,Ozone,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,448,2584846973.62964,342702.15685192
449,449,2008,Vallée de l'Arve,2025-02-24,2025-02-23,5,Particules PM10,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,449,2584846973.62964,342702.15685192
450,450,2008,Vallée de l'Arve,2025-02-14,2025-02-13,5,Particules PM10,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,450,2584846973.62964,342702.15685192
451,451,2003,Bassin Lyon Nord-Isère,2025-03-14,2025-03-13,8,Dioxyde d'azote,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,451,10020956140.5537,742502.888790182
452,452,2003,Bassin Lyon Nord-Isère,2025-03-16,2025-03-15,8,Dioxyde d'azote,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,452,10020956140.5537,742502.888790182
453,453,2003,Bassin Lyon Nord-Isère,2025-03-16,2025-03-15,7,Ozone,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,453,10020956140.5537,742502.888790182
454,454,2003,Bassin Lyon Nord-Isère,2025-01-13,2025-01-12,7,Ozone,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,454,10020956140.5537,742502.888790182
455,455,2003,Bassin Lyon Nord-Isère,2025-02-18,2025-02-17,5,Particules PM10,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,455,10020956140.5537,742502.888790182
456,456,2003,Bassin Lyon Nord-Isère,2025-02-12,2025-02-11,5,Particules PM10,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,456,10020956140.5537,742502.888790182
457,457,2000,Bassin Grenoblois,2025-03-24,2025-03-23,8,Dioxyde d'azote,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,457,1728482137.27905,400232.762903863
458,458,2000,Bassin Grenoblois,2025-02-01,2025-01-31,8,Dioxyde d'azote,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,458,1728482137.27905,400232.762903863
459,459,2000,Bassin Grenoblois,2025-02-07,2025-02-06,7,Ozone,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,459,1728482137.27905,400232.762903863
460,460,2000,Bassin Grenoblois,2025-04-03,2025-04-02,7,Ozone,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,460,1728482137.27905,400232.762903863
461,461,2000,Bassin Grenoblois,2025-03-11,2025-03-10,5,Particules PM10,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,461,1728482137.27905,400232.762903863
462,462,2000,Bassin Grenoblois,2025-02-14,2025-02-13,5,Particules PM10,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,462,1728482137.27905,400232.762903863
463,463,2005,Est Drôme,2025-01-21,2025-01-20,8,Dioxyde d'azote,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,463,7994865760.47021,625055.445346144
464,464,2005,Est Drôme,2025-01-15,2025-01-14,8,Dioxyde d'azote,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,464,7994865760.47021,625055.445346144
465,465,2005,Est Drôme,2025-04-03,2025-04-02,7,Ozone,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,465,7994865760.47021,625055.445346144
466,466,2005,Est Drôme,2025-02-03,2025-02-02,7,Ozone,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,466,7994865760.47021,625055.445346144
467,467,2005,Est Drôme,2025-01-22,2025-01-21,5,Particules PM10,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,467,7994865760.47021,625055.445346144
468,468,2005,Est Drôme,2025-02-10,2025-02-09,5,Particules PM10,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,468,7994865760.47021,625055.445346144
469,469,2009,Vallée du Rhône,2025-01-30,2025-01-29,8,Dioxyde d'azote,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,469,6760147455.34399,714147.276907234
470,470,2009,Vallée du Rhône,2025-02-26,2025-02-25,8,Dioxyde d'azote,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,470,6760147455.34399,714147.276907234
471,471,2009,Vallée du Rhône,2025-03-31,2025-03-30,7,Ozone,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,471,6760147455.34399,714147.276907234
472,472,2009,Vallée du Rhône,2025-02-23,2025-02-22,7,Ozone,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,472,6760147455.34399,714147.276907234
473,473,2009,Vallée du Rhône,2025-03-03,2025-03-02,5,Particules PM10,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,473,6760147455.34399,714147.276907234
474,474,2009,Vallée du Rhône,2025-03-16,2025-03-15,5,Particules PM10,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,474,6760147455.34399,714147.276907234
475,475,2015,Zone Alpine Haute-Savoie,2025-04-09,2025-04-08,8,Dioxyde d'azote,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,475,5028461384.83838,713618.552774131
476,476,2015,Zone Alpine Haute-Savoie,2025-01-23,2025-01-22,8,Dioxyde d'azote,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,476,5028461384.83838,713618.552774131
477,477,2015,Zone Alpine Haute-Savoie,2025-01-15,2025-01-14,7,Ozone,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,477,5028461384.83838,713618.552774131
478,478,2015,Zone Alpine Haute-Savoie,2025-03-10,2025-03-09,7,Ozone,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,478,5028461384.83838,713618.552774131
479,479,2015,Zone Alpine Haute-Savoie,2025-02-22,2025-02-21,5,Particules PM10,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,479,5028461384.83838,713618.552774131
480,480,2015,Zone Alpine Haute-Savoie,2025-01-30,2025-01-29,5,Particules PM10,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,480,5028461384.83838,713618.552774131
481,481,2018,Puy-de-Dôme,2025-01-26,2025-01-25,8,Dioxyde d'azote,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,481,16418574390.5728,676127.767219245
482,482,2018,Puy-de-Dôme,2025-01-26,2025-01-25,8,Dioxyde d'azote,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,482,16418574390.5728,676127.767219245
483,483,2018,Puy-de-Dôme,2025-04-06,2025-04-05,7,Ozone,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,483,16418574390.5728,676127.767219245
484,484,2018,Puy-de-Dôme,2025-03-01,2025-02-28,7,Ozone,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,484,16418574390.5728,676127.767219245
485,485,2018,Puy-de-Dôme,2025-02-11,2025-02-10,5,Particules PM10,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,485,16418574390.5728,676127.767219245
486,486,2018,Puy-de-Dôme,2025-01-24,2025-01-23,5,Particules PM10,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,486,16418574390.5728,676127.767219245
487,487,2017,Haute-Loire,2025-03-20,2025-03-19,8,Dioxyde d'azote,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,487,10065814383.6129,602626.69365192
488,488,2017,Haute-Loire,2025-03-07,2025-03-06,8,Dioxyde d'azote,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,488,10065814383.6129,602626.69365192
489,489,2017,Haute-Loire,2025-01-19,2025-01-18,7,Ozone,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,489,10065814383.6129,602626.69365192
490,490,2017,Haute-Loire,2025-03-15,2025-03-14,7,Ozone,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,490,10065814383.6129,602626.69365192
491,491,2017,Haute-Loire,2025-02-06,2025-02-05,5,Particules PM10,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,491,10065814383.6129,602626.69365192
492,492,2017,Haute-Loire,2025-02-09,2025-02-08,5,Particules PM10,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,492,10065814383.6129,602626.69365192
493,493,2019,Cantal,2025-04-02,2025-04-01,8,Dioxyde d'azote,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,493,11553081647.4812,681939.649883399
494,494,2019,Cantal,2025-03-16,2025-03-15,8,Dioxyde d'azote,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,494,11553081647.4812,681939.649883399
495,495,2019,Cantal,2025-03-05,2025-03-04,7,Ozone,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,495,11553081647.4812,681939.649883399
496,496,2019,Cantal,2025-02-23,2025-02-22,7,Ozone,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,496,11553081647.4812,681939.649883399
497,497,2019,Cantal,2025-04-09,2025-04-08,5,Particules PM10,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,497,11553081647.4812,681939.649883399
498,498,2019,Cantal,2025-03-18,2025-03-17,5,Particules PM10,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,498,11553081647.4812,681939.649883399
499,499,2020,Allier,2025-02-26,2025-02-25,8,Dioxyde d'azote,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,499,15511892321.8704,726675.483949669
500,500,2020,Allier,2025-01-13,2025-01-12,8,Dioxyde d'azote,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,500,15511892321.8704,726675.483949669
501,501,2020,Allier,2025-03-10,2025-03-09,7,Ozone,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,501,15511892321.8704,726675.483949669
502,502,2020,Allier,2025-02-05,2025-02-04,7,Ozone,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,502,15511892321.8704,726675.483949669
503,503,2020,Allier,2025-01-28,2025-01-27,5,Particules PM10,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,503,15511892321.8704,726675.483949669
504,504,2020,Allier,2025-03-18,2025-03-17,5,Particules PM10,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,504,15511892321.8704,726675.483949669
505,505,2016,Zone Alpine Ain,2025-02-09,2025-02-08,8,Dioxyde d'azote,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,505,3359408044.19214,346225.361125245
506,506,2016,Zone Alpine Ain,2025-04-08,2025-04-07,8,Dioxyde d'azote,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,506,3359408044.19214,346225.361125245
507,507,2016,Zone Alpine Ain,2025-04-01,2025-03-31,7,Ozone,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,507,3359408044.19214,346225.361125245
508,508,2016,Zone Alpine Ain,2025-03-28,2025-03-27,7,Ozone,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,508,3359408044.19214,346225.361125245
509,509,2016,Zone Alpine Ain,2025-02-24,2025-02-23,5,Particules PM10,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,509,3359408044.19214,346225.361125245
510,510,2016,Zone Alpine Ain,2025-03-20,2025-03-19,5,Particules PM10,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,510,3359408044.19214,346225.361125245
511,511,2013,Zone Alpine Isère,2025-02-24,2025-02-23,8,Dioxyde d'azote,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,511,7206588787.80615,781821.320976567
512,512,2013,Zone Alpine Isère,2025-01-17,2025-01-16,8,Dioxyde d'azote,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,512,7206588787.80615,781821.320976567
513,513,2013,Zone Alpine Isère,2025-02-02,2025-02-01,7,Ozone,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,513,7206588787.80615,781821.320976567
514,514,2013,Zone Alpine Isère,2025-01-26,2025-01-25,7,Ozone,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,514,7206588787.80615,781821.320976567
515,515,2013,Zone Alpine Isère,2025-02-09,2025-02-08,5,Particules PM10,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,515,7206588787.80615,781821.320976567
516,516,2013,Zone Alpine Isère,2025-03-01,2025-02-28,5,Particules PM10,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,516,7206588787.80615,781821.320976567
517,517,2007,Ouest Ardèche,2025-03-09,2025-03-08,8,Dioxyde d'azote,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,517,9228857579.24243,627133.487901413
518,518,2007,Ouest Ardèche,2025-02-06,2025-02-05,8,Dioxyde d'azote,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,518,9228857579.24243,627133.487901413
519,519,2007,Ouest Ardèche,2025-03-22,2025-03-21,7,Ozone,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,519,9228857579.24243,627133.487901413
520,520,2007,Ouest Ardèche,2025-03-04,2025-03-03,7,Ozone,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,520,9228857579.24243,627133.487901413
521,521,2007,Ouest Ardèche,2025-01-28,2025-01-27,5,Particules PM10,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,521,9228857579.24243,627133.487901413
522,522,2007,Ouest Ardèche,2025-01-13,2025-01-12,5,Particules PM10,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,522,9228857579.24243,627133.487901413
523,523,2004,Contreforts Massif Central,2025-03-24,2025-03-23,8,Dioxyde d'azote,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,523,8388510115.40869,768301.532436903
524,524,2004,Contreforts Massif Central,2025-03-28,2025-03-27,8,Dioxyde d'azote,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,524,8388510115.40869,768301.532436903
525,525,2004,Contreforts Massif Central,2025-01-23,2025-01-22,7,Ozone,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,525,8388510115.40869,768301.532436903
526,526,2004,Contreforts Massif Central,2025-02-06,2025-02-05,7,Ozone,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,526,8388510115.40869,768301.532436903
527,527,2004,Contreforts Massif Central,2025-02-02,2025-02-01,5,Particules PM10,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,527,8388510115.40869,768301.532436903
528,528,2004,Contreforts Massif Central,2025-03-07,2025-03-06,5,Particules PM10,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,528,8388510115.40869,768301.532436903
529,529,2010,Vallée Maurienne Tarentaise,2025-01-30,2025-01-29,8,Dioxyde d'azote,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,529,3351663776.77173,490196.968906176
530,530,2010,Vallée Maurienne Tarentaise,2025-02-04,2025-02-03,8,Dioxyde d'azote,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,530,3351663776.77173,490196.968906176
531,531,2010,Vallée Maurienne Tarentaise,2025-03-31,2025-03-30,7,Ozone,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,531,3351663776.77173,490196.968906176
532,532,2010,Vallée Maurienne Tarentaise,2025-04-07,2025-04-06,7,Ozone,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,532,3351663776.77173,490196.968906176
533,533,2010,Vallée Maurienne Tarentaise,2025-02-16,2025-02-15,5,Particules PM10,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,533,3351663776.77173,490196.968906176
534,534,2010,Vallée Maurienne Tarentaise,2025-03-03,2025-03-02,5,Particules PM10,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,534,3351663776.77173,490196.968906176
535,535,2011,Zone des Coteaux,2025-02-28,2025-02-27,8,Dioxyde d'azote,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,535,3633709063.09375,438041.830665852
536,536,2011,Zone des Coteaux,2025-02-21,2025-02-20,8,Dioxyde d'azote,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,536,3633709063.09375,438041.830665852
537,537,2011,Zone des Coteaux,2025-03-08,2025-03-07,7,Ozone,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,537,3633709063.09375,438041.830665852
538,538,2011,Zone des Coteaux,2025-01-27,2025-01-26,7,Ozone,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,538,3633709063.09375,438041.830665852
539,539,2011,Zone des Coteaux,2025-02-04,2025-02-03,5,Particules PM10,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,539,3633709063.09375,438041.830665852
540,540,2011,Zone des Coteaux,2025-03-06,2025-03-05,5,Particules PM10,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,540,3633709063.09375,438041.830665852
541,541,2012,Zone urbaine des Pays de Savoie,2025-03-19,2025-03-18,8,Dioxyde d'azote,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,541,2323738627.73462,527791.711691031
542,542,2012,Zone urbaine des Pays de Savoie,2025-01-15,2025-01-14,8,Dioxyde d'azote,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,542,2323738627.73462,527791.711691031
543,543,2012,Zone urbaine des Pays de Savoie,2025-02-18,2025-02-17,7,Ozone,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,543,2323738627.73462,527791.711691031
544,544,2012,Zone urbaine des Pays de Savoie,2025-02-14,2025-02-13,7,Ozone,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,544,2323738627.73462,527791.711691031
545,545,2012,Zone urbaine des Pays de Savoie,2025-03-07,2025-03-06,5,Particules PM10,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,545,2323738627.73462,527791.711691031
546,546,2012,Zone urbaine des Pays de Savoie,2025-02-05,2025-02-04,5,Particules PM10,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,546,2323738627.73462,527791.711691031
547,547,2001,Bassin Lémanique,2025-04-04,2025-04-03,8,Dioxyde d'azote,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,547,2519559257.61719,452886.445142051
548,548,2001,Bassin Lémanique,2025-01-19,2025-01-18,8,Dioxyde d'azote,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,548,2519559257.61719,452886.445142051
549,549,2001,Bassin Lémanique,2025-02-11,2025-02-10,7,Ozone,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,549,2519559257.61719,452886.445142051
550,550,2001,Bassin Lémanique,2025-04-06,2025-04-05,7,Ozone,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,550,2519559257.61719,452886.445142051
551,551,2001,Bassin Lémanique,2025-01-20,2025-01-19,5,Particules PM10,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,551,2519559257.61719,452886.445142051
552,552,2001,Bassin Lémanique,2025-04-06,2025-04-05,5,Particules PM10,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,552,2519559257.61719,452886.445142051
553,553,2002,Bassin Stéphanois,2025-03-02,2025-03-01,8,Dioxyde d'azote,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,553,1496149083.80103,221417.724698525
554,554,2002,Bassin Stéphanois,2025-02-08,2025-02-07,8,Dioxyde d'azote,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,554,1496149083.80103,221417.724698525
555,555,2002,Bassin Stéphanois,2025-03-08,2025-03-07,7,Ozone,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,555,1496149083.80103,221417.724698525
556,556,2002,Bassin Stéphanois,2025-03-05,2025-03-04,7,Ozone,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,556,1496149083.80103,221417.724698525
557,557,2002,Bassin Stéphanois,2025-03-29,2025-03-28,5,Particules PM10,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,557,1496149083.80103,221417.724698525
558,558,2002,Bassin Stéphanois,2025-03-27,2025-03-26,5,Particules PM10,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,558,1496149083.80103,221417.724698525
559,559,2006,Ouest Ain,2025-02-01,2025-01-31,8,Dioxyde d'azote,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,559,7304271428.8186,431225.777083065
560,560,2006,Ouest Ain,2025-04-01,2025-03-31,8,Dioxyde d'azote,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,560,7304271428.8186,431225.777083065
561,561,2006,Ouest Ain,2025-02-19,2025-02-18,7,Ozone,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,561,7304271428.8186,431225.777083065
562,562,2006,Ouest Ain,2025-03-19,2025-03-18,7,Ozone,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,562,7304271428.8186,431225.777083065
563,563,2006,Ouest Ain,2025-02-15,2025-02-14,5,Particules PM10,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,563,7304271428.8186,431225.777083065
564,564,2006,Ouest Ain,2025-03-22,2025-03-21,5,Particules PM10,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,564,7304271428.8186,431225.777083065
565,565,2014,Zone Alpine Savoie,2025-02-20,2025-02-19,8,Dioxyde d'azote,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,565,7855005319.5752,1147978.29816881
566,566,2014,Zone Alpine Savoie,2025-02-13,2025-02-12,8,Dioxyde d'azote,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,566,7855005319.5752,1147978.29816881
567,567,2014,Zone Alpine Savoie,2025-01-13,2025-01-12,7,Ozone,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,567,7855005319.5752,1147978.29816881
568,568,2014,Zone Alpine Savoie,2025-04-02,2025-04-01,7,Ozone,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,568,7855005319.5752,1147978.29816881
569,569,2014,Zone Alpine Savoie,2025-01-24,2025-01-23,5,Particules PM10,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,569,7855005319.5752,1147978.29816881
570,570,2014,Zone Alpine Savoie,2025-02-14,2025-02-13,5,Particules PM10,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,570,7855005319.5752,1147978.29816881
571,571,2008,Vallée de l'Arve,2025-03-30,2025-03-29,8,Dioxyde d'azote,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,571,2584846973.62964,342702.15685192
572,572,2008,Vallée de l'Arve,2025-01-31,2025-01-30,8,Dioxyde d'azote,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,572,2584846973.62964,342702.15685192
573,573,2008,Vallée de l'Arve,2025-04-08,2025-04-07,7,Ozone,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,573,2584846973.62964,342702.15685192
574,574,2008,Vallée de l'Arve,2025-04-07,2025-04-06,7,Ozone,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,574,2584846973.62964,342702.15685192
575,575,2008,Vallée de l'Arve,2025-02-01,2025-01-31,5,Particules PM10,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,575,2584846973.62964,342702.15685192
576,576,2008,Vallée de l'Arve,2025-02-23,2025-02-22,5,Particules PM10,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,576,2584846973.62964,342702.15685192
577,577,2003,Bassin Lyon Nord-Isère,2025-02-01,2025-01-31,8,Dioxyde d'azote,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,577,10020956140.5537,742502.888790182
578,578,2003,Bassin Lyon Nord-Isère,2025-03-15,2025-03-14,8,Dioxyde d'azote,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,578,10020956140.5537,742502.888790182
579,579,2003,Bassin Lyon Nord-Isère,2025-04-09,2025-04-08,7,Ozone,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,579,10020956140.5537,742502.888790182
580,580,2003,Bassin Lyon Nord-Isère,2025-03-28,2025-03-27,7,Ozone,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,580,10020956140.5537,742502.888790182
581,581,2003,Bassin Lyon Nord-Isère,2025-02-16,2025-02-15,5,Particules PM10,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,581,10020956140.5537,742502.888790182
582,582,2003,Bassin Lyon Nord-Isère,2025-01-29,2025-01-28,5,Particules PM10,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,582,10020956140.5537,742502.888790182
583,583,2000,Bassin Grenoblois,2025-03-02,2025-03-01,8,Dioxyde d'azote,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,583,1728482137.27905,400232.762903863
584,584,2000,Bassin Grenoblois,2025-02-26,2025-02-25,8,Dioxyde d'azote,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,584,1728482137.27905,400232.762903863
585,585,2000,Bassin Grenoblois,2025-03-13,2025-03-12,7,Ozone,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,585,1728482137.27905,400232.762903863
586,586,2000,Bassin Grenoblois,2025-02-09,2025-02-08,7,Ozone,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,586,1728482137.27905,400232.762903863
587,587,2000,Bassin Grenoblois,2025-03-31,2025-03-30,5,Particules PM10,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,587,1728482137.27905,400232.762903863
588,588,2000,Bassin Grenoblois,2025-01-31,2025-01-30,5,Particules PM10,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,588,1728482137.27905,400232.762903863
589,589,2005,Est Drôme,2025-02-22,2025-02-21,8,Dioxyde d'azote,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,589,7994865760.47021,625055.445346144
590,590,2005,Est Drôme,2025-04-07,2025-04-06,8,Dioxyde d'azote,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,590,7994865760.47021,625055.445346144
591,591,2005,Est Drôme,2025-01-23,2025-01-22,7,Ozone,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,591,7994865760.47021,625055.445346144
592,592,2005,Est Drôme,2025-04-05,2025-04-04,7,Ozone,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,592,7994865760.47021,625055.445346144
593,593,2005,Est Drôme,2025-02-02,2025-02-01,5,Particules PM10,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,593,7994865760.47021,625055.445346144
