id,code_zone,lib_zone,date_ech,date_dif,code_pol,lib_pol,etat,couleur,com_court,com_long,longitude,latitude
107,2018,Puy-de-Dôme,2024-01-13 00:00:00+00:00,2024-01-13 00:00:00+00:00,5,Particules PM10,ALERTE SUR PERSISTANCE,#FFCE19,"Dimanche 14 janvier 2024, les conditions atmosphériques auront peu évolué avec la persistance de l'inversion de température. L'épisode en cours devrait atteindre son maximum d'intensité avec une augmentation des niveaux et une extension géographiqu","Dimanche 14 janvier 2024, les conditions atmosphériques auront peu évolué avec la persistance de l'inversion de température. L'épisode en cours devrait atteindre son maximum d'intensité avec une augmentation des niveaux et une extension géographiqu",3.103709691,45.354134286
108,2018,Puy-de-Dôme,2024-01-14 00:00:00+00:00,2024-01-13 00:00:00+00:00,5,Particules PM10,ALERTE SUR PERSISTANCE,#FFCE19,"Dimanche 14 janvier 2024, les conditions atmosphériques auront peu évolué avec la persistance de l'inversion de température. L'épisode en cours devrait atteindre son maximum d'intensité avec une augmentation des niveaux et une extension géographiqu","Dimanche 14 janvier 2024, les conditions atmosphériques auront peu évolué avec la persistance de l'inversion de température. L'épisode en cours devrait atteindre son maximum d'intensité avec une augmentation des niveaux et une extension géographiqu",3.103709691,45.354134286
109,2017,Haute-Loire,2024-01-14 00:00:00+00:00,2024-01-13 00:00:00+00:00,8,Dioxyde d'azote,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,3.361347631,44.971408092
110,2017,Haute-Loire,2024-01-13 00:00:00+00:00,2024-01-13 00:00:00+00:00,8,Dioxyde d'azote,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,3.361347631,44.971408092
111,2017,Haute-Loire,2024-01-14 00:00:00+00:00,2024-01-13 00:00:00+00:00,7,Ozone,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,3.361347631,44.971408092
112,2017,Haute-Loire,2024-01-13 00:00:00+00:00,2024-01-13 00:00:00+00:00,7,Ozone,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,3.361347631,44.971408092
113,2017,Haute-Loire,2024-01-14 00:00:00+00:00,2024-01-13 00:00:00+00:00,5,Particules PM10,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,3.361347631,44.971408092
114,2017,Haute-Loire,2024-01-13 00:00:00+00:00,2024-01-13 00:00:00+00:00,5,Particules PM10,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,3.361347631,44.971408092
115,2019,Cantal,2024-01-14 00:00:00+00:00,2024-01-13 00:00:00+00:00,8,Dioxyde d'azote,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,2.508404948,45.478343899
116,2019,Cantal,2024-01-13 00:00:00+00:00,2024-01-13 00:00:00+00:00,8,Dioxyde d'azote,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,2.508404948,45.478343899
117,2019,Cantal,2024-01-14 00:00:00+00:00,2024-01-13 00:00:00+00:00,7,Ozone,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,2.508404948,45.478343899
118,2019,Cantal,2024-01-13 00:00:00+00:00,2024-01-13 00:00:00+00:00,7,Ozone,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,2.508404948,45.478343899
119,2019,Cantal,2024-01-14 00:00:00+00:00,2024-01-13 00:00:00+00:00,5,Particules PM10,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,2.508404948,45.478343899
120,2019,Cantal,2024-01-13 00:00:00+00:00,2024-01-13 00:00:00+00:00,5,Particules PM10,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,2.508404948,45.478343899
121,2020,Allier,2024-01-14 00:00:00+00:00,2024-01-13 00:00:00+00:00,8,Dioxyde d'azote,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,3.899526016,46.275930712
122,2020,Allier,2024-01-13 00:00:00+00:00,2024-01-13 00:00:00+00:00,8,Dioxyde d'azote,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,3.899526016,46.275930712
123,2020,Allier,2024-01-14 00:00:00+00:00,2024-01-13 00:00:00+00:00,7,Ozone,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,3.899526016,46.275930712
124,2020,Allier,2024-01-13 00:00:00+00:00,2024-01-13 00:00:00+00:00,7,Ozone,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,3.899526016,46.275930712
125,2020,Allier,2024-01-14 00:00:00+00:00,2024-01-13 00:00:00+00:00,5,Particules PM10,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,3.899526016,46.275930712
126,2020,Allier,2024-01-13 00:00:00+00:00,2024-01-13 00:00:00+00:00,5,Particules PM10,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,3.899526016,46.275930712
127,2016,Zone Alpine Ain,2024-01-15 00:00:00+00:00,2024-01-14 00:00:00+00:00,8,Dioxyde d'azote,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,5.511348788,46.264469398
128,2016,Zone Alpine Ain,2024-01-14 00:00:00+00:00,2024-01-14 00:00:00+00:00,8,Dioxyde d'azote,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,5.511348788,46.264469398
129,2016,Zone Alpine Ain,2024-01-15 00:00:00+00:00,2024-01-14 00:00:00+00:00,7,Ozone,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,5.511348788,46.264469398
130,2016,Zone Alpine Ain,2024-01-14 00:00:00+00:00,2024-01-14 00:00:00+00:00,7,Ozone,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,5.511348788,46.264469398
131,2016,Zone Alpine Ain,2024-01-15 00:00:00+00:00,2024-01-14 00:00:00+00:00,5,Particules PM10,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,5.511348788,46.264469398
132,2016,Zone Alpine Ain,2024-01-14 00:00:00+00:00,2024-01-14 00:00:00+00:00,5,Particules PM10,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,5.511348788,46.264469398
133,2013,Zone Alpine Isère,2024-01-15 00:00:00+00:00,2024-01-14 00:00:00+00:00,8,Dioxyde d'azote,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,"[5.74019176900001, 45.229894851]","[5.679118803, 45.247561807]"
134,2013,Zone Alpine Isère,2024-01-14 00:00:00+00:00,2024-01-14 00:00:00+00:00,8,Dioxyde d'azote,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,"[5.74019176900001, 45.229894851]","[5.679118803, 45.247561807]"
135,2013,Zone Alpine Isère,2024-01-15 00:00:00+00:00,2024-01-14 00:00:00+00:00,7,Ozone,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,"[5.74019176900001, 45.229894851]","[5.679118803, 45.247561807]"
136,2013,Zone Alpine Isère,2024-01-14 00:00:00+00:00,2024-01-14 00:00:00+00:00,7,Ozone,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,"[5.74019176900001, 45.229894851]","[5.679118803, 45.247561807]"
137,2013,Zone Alpine Isère,2024-01-15 00:00:00+00:00,2024-01-14 00:00:00+00:00,5,Particules PM10,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,"[5.74019176900001, 45.229894851]","[5.679118803, 45.247561807]"
138,2013,Zone Alpine Isère,2024-01-14 00:00:00+00:00,2024-01-14 00:00:00+00:00,5,Particules PM10,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,"[5.74019176900001, 45.229894851]","[5.679118803, 45.247561807]"
139,2007,Ouest Ardèche,2024-01-15 00:00:00+00:00,2024-01-14 00:00:00+00:00,8,Dioxyde d'azote,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,3.862609484,44.743957331
140,2007,Ouest Ardèche,2024-01-14 00:00:00+00:00,2024-01-14 00:00:00+00:00,8,Dioxyde d'azote,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,3.862609484,44.743957331
141,2007,Ouest Ardèche,2024-01-15 00:00:00+00:00,2024-01-14 00:00:00+00:00,7,Ozone,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,3.862609484,44.743957331
142,2007,Ouest Ardèche,2024-01-14 00:00:00+00:00,2024-01-14 00:00:00+00:00,7,Ozone,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,3.862609484,44.743957331
143,2007,Ouest Ardèche,2024-01-15 00:00:00+00:00,2024-01-14 00:00:00+00:00,5,Particules PM10,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,3.862609484,44.743957331
144,2007,Ouest Ardèche,2024-01-14 00:00:00+00:00,2024-01-14 00:00:00+00:00,5,Particules PM10,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,3.862609484,44.743957331
145,2004,Contreforts Massif Central,2024-01-15 00:00:00+00:00,2024-01-14 00:00:00+00:00,8,Dioxyde d'azote,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,"[4.020483388, 45.328172353]","[3.97810627700001, 45.37566835]"
146,2004,Contreforts Massif Central,2024-01-14 00:00:00+00:00,2024-01-14 00:00:00+00:00,8,Dioxyde d'azote,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,"[4.020483388, 45.328172353]","[3.97810627700001, 45.37566835]"
147,2004,Contreforts Massif Central,2024-01-15 00:00:00+00:00,2024-01-14 00:00:00+00:00,7,Ozone,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,"[4.020483388, 45.328172353]","[3.97810627700001, 45.37566835]"
148,2004,Contreforts Massif Central,2024-01-14 00:00:00+00:00,2024-01-14 00:00:00+00:00,7,Ozone,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,"[4.020483388, 45.328172353]","[3.97810627700001, 45.37566835]"
149,2004,Contreforts Massif Central,2024-01-15 00:00:00+00:00,2024-01-14 00:00:00+00:00,5,Particules PM10,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,"[4.020483388, 45.328172353]","[3.97810627700001, 45.37566835]"
150,2004,Contreforts Massif Central,2024-01-14 00:00:00+00:00,2024-01-14 00:00:00+00:00,5,Particules PM10,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,"[4.020483388, 45.328172353]","[3.97810627700001, 45.37566835]"
151,2010,Vallée Maurienne Tarentaise,2024-01-15 00:00:00+00:00,2024-01-14 00:00:00+00:00,8,Dioxyde d'azote,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,6.711440797,45.14486295
152,2010,Vallée Maurienne Tarentaise,2024-01-14 00:00:00+00:00,2024-01-14 00:00:00+00:00,8,Dioxyde d'azote,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,6.711440797,45.14486295
153,2010,Vallée Maurienne Tarentaise,2024-01-15 00:00:00+00:00,2024-01-14 00:00:00+00:00,7,Ozone,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,6.711440797,45.14486295
154,2010,Vallée Maurienne Tarentaise,2024-01-14 00:00:00+00:00,2024-01-14 00:00:00+00:00,7,Ozone,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,6.711440797,45.14486295
155,2010,Vallée Maurienne Tarentaise,2024-01-15 00:00:00+00:00,2024-01-14 00:00:00+00:00,5,Particules PM10,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,6.711440797,45.14486295
156,2010,Vallée Maurienne Tarentaise,2024-01-14 00:00:00+00:00,2024-01-14 00:00:00+00:00,5,Particules PM10,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,6.711440797,45.14486295
157,2011,Zone des Coteaux,2024-01-15 00:00:00+00:00,2024-01-14 00:00:00+00:00,8,Dioxyde d'azote,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,4.570351392,45.582501582
158,2011,Zone des Coteaux,2024-01-14 00:00:00+00:00,2024-01-14 00:00:00+00:00,8,Dioxyde d'azote,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,4.570351392,45.582501582
159,2011,Zone des Coteaux,2024-01-15 00:00:00+00:00,2024-01-14 00:00:00+00:00,7,Ozone,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,4.570351392,45.582501582
160,2011,Zone des Coteaux,2024-01-14 00:00:00+00:00,2024-01-14 00:00:00+00:00,7,Ozone,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,4.570351392,45.582501582
161,2011,Zone des Coteaux,2024-01-15 00:00:00+00:00,2024-01-14 00:00:00+00:00,5,Particules PM10,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,4.570351392,45.582501582
162,2011,Zone des Coteaux,2024-01-14 00:00:00+00:00,2024-01-14 00:00:00+00:00,5,Particules PM10,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,4.570351392,45.582501582
163,2012,Zone urbaine des Pays de Savoie,2024-01-15 00:00:00+00:00,2024-01-14 00:00:00+00:00,8,Dioxyde d'azote,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,6.460261825,45.683970925
164,2012,Zone urbaine des Pays de Savoie,2024-01-14 00:00:00+00:00,2024-01-14 00:00:00+00:00,8,Dioxyde d'azote,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,6.460261825,45.683970925
165,2012,Zone urbaine des Pays de Savoie,2024-01-15 00:00:00+00:00,2024-01-14 00:00:00+00:00,7,Ozone,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,6.460261825,45.683970925
166,2012,Zone urbaine des Pays de Savoie,2024-01-14 00:00:00+00:00,2024-01-14 00:00:00+00:00,7,Ozone,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,6.460261825,45.683970925
167,2012,Zone urbaine des Pays de Savoie,2024-01-15 00:00:00+00:00,2024-01-14 00:00:00+00:00,5,Particules PM10,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,6.460261825,45.683970925
168,2012,Zone urbaine des Pays de Savoie,2024-01-14 00:00:00+00:00,2024-01-14 00:00:00+00:00,5,Particules PM10,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,6.460261825,45.683970925
169,2001,Bassin Lémanique,2024-01-15 00:00:00+00:00,2024-01-14 00:00:00+00:00,8,Dioxyde d'azote,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,5.809577462,45.993344217
170,2001,Bassin Lémanique,2024-01-14 00:00:00+00:00,2024-01-14 00:00:00+00:00,8,Dioxyde d'azote,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,5.809577462,45.993344217
171,2001,Bassin Lémanique,2024-01-15 00:00:00+00:00,2024-01-14 00:00:00+00:00,7,Ozone,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,5.809577462,45.993344217
172,2001,Bassin Lémanique,2024-01-14 00:00:00+00:00,2024-01-14 00:00:00+00:00,7,Ozone,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,5.809577462,45.993344217
173,2001,Bassin Lémanique,2024-01-15 00:00:00+00:00,2024-01-14 00:00:00+00:00,5,Particules PM10,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,5.809577462,45.993344217
174,2001,Bassin Lémanique,2024-01-14 00:00:00+00:00,2024-01-14 00:00:00+00:00,5,Particules PM10,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,5.809577462,45.993344217
175,2002,Bassin Stéphanois,2024-01-15 00:00:00+00:00,2024-01-14 00:00:00+00:00,8,Dioxyde d'azote,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,4.226570306,45.390175614
176,2002,Bassin Stéphanois,2024-01-14 00:00:00+00:00,2024-01-14 00:00:00+00:00,8,Dioxyde d'azote,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,4.226570306,45.390175614
177,2002,Bassin Stéphanois,2024-01-15 00:00:00+00:00,2024-01-14 00:00:00+00:00,7,Ozone,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,4.226570306,45.390175614
178,2002,Bassin Stéphanois,2024-01-14 00:00:00+00:00,2024-01-14 00:00:00+00:00,7,Ozone,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,4.226570306,45.390175614
179,2002,Bassin Stéphanois,2024-01-15 00:00:00+00:00,2024-01-14 00:00:00+00:00,5,Particules PM10,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,4.226570306,45.390175614
180,2002,Bassin Stéphanois,2024-01-14 00:00:00+00:00,2024-01-14 00:00:00+00:00,5,Particules PM10,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,4.226570306,45.390175614
181,2006,Ouest Ain,2024-01-15 00:00:00+00:00,2024-01-14 00:00:00+00:00,8,Dioxyde d'azote,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,5.435217917,45.829750919
182,2006,Ouest Ain,2024-01-14 00:00:00+00:00,2024-01-14 00:00:00+00:00,8,Dioxyde d'azote,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,5.435217917,45.829750919
183,2006,Ouest Ain,2024-01-15 00:00:00+00:00,2024-01-14 00:00:00+00:00,7,Ozone,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,5.435217917,45.829750919
184,2006,Ouest Ain,2024-01-14 00:00:00+00:00,2024-01-14 00:00:00+00:00,7,Ozone,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,5.435217917,45.829750919
185,2006,Ouest Ain,2024-01-15 00:00:00+00:00,2024-01-14 00:00:00+00:00,5,Particules PM10,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,5.435217917,45.829750919
186,2006,Ouest Ain,2024-01-14 00:00:00+00:00,2024-01-14 00:00:00+00:00,5,Particules PM10,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,5.435217917,45.829750919
187,2014,Zone Alpine Savoie,2024-01-15 00:00:00+00:00,2024-01-14 00:00:00+00:00,8,Dioxyde d'azote,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,"[6.601977652, 45.619370513]","[6.582957547, 45.641154033]"
188,2014,Zone Alpine Savoie,2024-01-14 00:00:00+00:00,2024-01-14 00:00:00+00:00,8,Dioxyde d'azote,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,"[6.601977652, 45.619370513]","[6.582957547, 45.641154033]"
189,2014,Zone Alpine Savoie,2024-01-15 00:00:00+00:00,2024-01-14 00:00:00+00:00,7,Ozone,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,"[6.601977652, 45.619370513]","[6.582957547, 45.641154033]"
190,2014,Zone Alpine Savoie,2024-01-14 00:00:00+00:00,2024-01-14 00:00:00+00:00,7,Ozone,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,"[6.601977652, 45.619370513]","[6.582957547, 45.641154033]"
191,2014,Zone Alpine Savoie,2024-01-15 00:00:00+00:00,2024-01-14 00:00:00+00:00,5,Particules PM10,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,"[6.601977652, 45.619370513]","[6.582957547, 45.641154033]"
192,2014,Zone Alpine Savoie,2024-01-14 00:00:00+00:00,2024-01-14 00:00:00+00:00,5,Particules PM10,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,"[6.601977652, 45.619370513]","[6.582957547, 45.641154033]"
193,2008,Vallée de l'Arve,2024-01-15 00:00:00+00:00,2024-01-14 00:00:00+00:00,8,Dioxyde d'azote,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,6.871726873,46.051150518
194,2008,Vallée de l'Arve,2024-01-14 00:00:00+00:00,2024-01-14 00:00:00+00:00,8,Dioxyde d'azote,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,6.871726873,46.051150518
195,2008,Vallée de l'Arve,2024-01-15 00:00:00+00:00,2024-01-14 00:00:00+00:00,7,Ozone,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,6.871726873,46.051150518
196,2008,Vallée de l'Arve,2024-01-14 00:00:00+00:00,2024-01-14 00:00:00+00:00,7,Ozone,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,6.871726873,46.051150518
197,2008,Vallée de l'Arve,2024-01-15 00:00:00+00:00,2024-01-14 00:00:00+00:00,5,Particules PM10,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,6.871726873,46.051150518
198,2008,Vallée de l'Arve,2024-01-14 00:00:00+00:00,2024-01-14 00:00:00+00:00,5,Particules PM10,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,6.871726873,46.051150518
199,2003,Bassin Lyon Nord-Isère,2024-01-15 00:00:00+00:00,2024-01-14 00:00:00+00:00,8,Dioxyde d'azote,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,5.502455281,45.26341871
200,2003,Bassin Lyon Nord-Isère,2024-01-14 00:00:00+00:00,2024-01-14 00:00:00+00:00,8,Dioxyde d'azote,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,5.502455281,45.26341871
201,2003,Bassin Lyon Nord-Isère,2024-01-15 00:00:00+00:00,2024-01-14 00:00:00+00:00,7,Ozone,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,5.502455281,45.26341871
202,2003,Bassin Lyon Nord-Isère,2024-01-14 00:00:00+00:00,2024-01-14 00:00:00+00:00,7,Ozone,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,5.502455281,45.26341871
203,2003,Bassin Lyon Nord-Isère,2024-01-15 00:00:00+00:00,2024-01-15 00:00:00+00:00,5,Particules PM10,ALERTE SUR PERSISTANCE,#FFCE19,"Lundi 15 janvier 2024, les niveaux de particules restent élevés dans le bassin lyonnais Nord Isère. La perturbation peu active qui circule sur le Nord de la région est accompagnée de faibles précipitations qui ne permettent pas un lessivage efficace","Lundi 15 janvier 2024, les niveaux de particules restent élevés dans le bassin lyonnais Nord Isère. La perturbation peu active qui circule sur le Nord de la région est accompagnée de faibles précipitations qui ne permettent pas un lessivage efficace",5.502455281,45.26341871
204,2003,Bassin Lyon Nord-Isère,2024-01-15 00:00:00+00:00,2024-01-15 00:00:00+00:00,5,Particules PM10,ALERTE SUR PERSISTANCE,#FFCE19,"Lundi 15 janvier 2024, les niveaux de particules restent élevés dans le bassin lyonnais Nord Isère. La perturbation peu active qui circule sur le Nord de la région est accompagnée de faibles précipitations qui ne permettent pas un lessivage efficace","Lundi 15 janvier 2024, les niveaux de particules restent élevés dans le bassin lyonnais Nord Isère. La perturbation peu active qui circule sur le Nord de la région est accompagnée de faibles précipitations qui ne permettent pas un lessivage efficace",5.502455281,45.26341871
205,2000,Bassin Grenoblois,2024-01-15 00:00:00+00:00,2024-01-14 00:00:00+00:00,8,Dioxyde d'azote,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,5.502455281,45.26341871
206,2000,Bassin Grenoblois,2024-01-14 00:00:00+00:00,2024-01-14 00:00:00+00:00,8,Dioxyde d'azote,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,5.502455281,45.26341871
207,2000,Bassin Grenoblois,2024-01-15 00:00:00+00:00,2024-01-14 00:00:00+00:00,7,Ozone,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,5.502455281,45.26341871
208,2000,Bassin Grenoblois,2024-01-14 00:00:00+00:00,2024-01-14 00:00:00+00:00,7,Ozone,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,5.502455281,45.26341871
209,2000,Bassin Grenoblois,2024-01-15 00:00:00+00:00,2024-01-14 00:00:00+00:00,5,Particules PM10,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,5.502455281,45.26341871
210,2000,Bassin Grenoblois,2024-01-14 00:00:00+00:00,2024-01-14 00:00:00+00:00,5,Particules PM10,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,5.502455281,45.26341871
211,2005,Est Drôme,2024-01-15 00:00:00+00:00,2024-01-14 00:00:00+00:00,8,Dioxyde d'azote,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,5.227543156,45.077226313
212,2005,Est Drôme,2024-01-14 00:00:00+00:00,2024-01-14 00:00:00+00:00,8,Dioxyde d'azote,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,5.227543156,45.077226313
213,2005,Est Drôme,2024-01-15 00:00:00+00:00,2024-01-14 00:00:00+00:00,7,Ozone,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,5.227543156,45.077226313
214,2005,Est Drôme,2024-01-14 00:00:00+00:00,2024-01-14 00:00:00+00:00,7,Ozone,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,5.227543156,45.077226313
215,2005,Est Drôme,2024-01-15 00:00:00+00:00,2024-01-14 00:00:00+00:00,5,Particules PM10,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,5.227543156,45.077226313
216,2005,Est Drôme,2024-01-14 00:00:00+00:00,2024-01-14 00:00:00+00:00,5,Particules PM10,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,5.227543156,45.077226313
217,2009,Vallée du Rhône,2024-01-15 00:00:00+00:00,2024-01-14 00:00:00+00:00,8,Dioxyde d'azote,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,4.549298192,44.32463879
218,2009,Vallée du Rhône,2024-01-14 00:00:00+00:00,2024-01-14 00:00:00+00:00,8,Dioxyde d'azote,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,4.549298192,44.32463879
219,2009,Vallée du Rhône,2024-01-15 00:00:00+00:00,2024-01-14 00:00:00+00:00,7,Ozone,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,4.549298192,44.32463879
220,2009,Vallée du Rhône,2024-01-14 00:00:00+00:00,2024-01-14 00:00:00+00:00,7,Ozone,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,4.549298192,44.32463879
221,2009,Vallée du Rhône,2024-01-15 00:00:00+00:00,2024-01-14 00:00:00+00:00,5,Particules PM10,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,4.549298192,44.32463879
222,2009,Vallée du Rhône,2024-01-14 00:00:00+00:00,2024-01-14 00:00:00+00:00,5,Particules PM10,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,4.549298192,44.32463879
223,2015,Zone Alpine Haute-Savoie,2024-01-15 00:00:00+00:00,2024-01-14 00:00:00+00:00,8,Dioxyde d'azote,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,"[6.730509586, 45.965363275]","[6.732043451, 46.000595567]"
224,2015,Zone Alpine Haute-Savoie,2024-01-14 00:00:00+00:00,2024-01-14 00:00:00+00:00,8,Dioxyde d'azote,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,"[6.730509586, 45.965363275]","[6.732043451, 46.000595567]"
225,2015,Zone Alpine Haute-Savoie,2024-01-15 00:00:00+00:00,2024-01-14 00:00:00+00:00,7,Ozone,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,"[6.730509586, 45.965363275]","[6.732043451, 46.000595567]"
226,2015,Zone Alpine Haute-Savoie,2024-01-14 00:00:00+00:00,2024-01-14 00:00:00+00:00,7,Ozone,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,"[6.730509586, 45.965363275]","[6.732043451, 46.000595567]"
227,2015,Zone Alpine Haute-Savoie,2024-01-15 00:00:00+00:00,2024-01-14 00:00:00+00:00,5,Particules PM10,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,"[6.730509586, 45.965363275]","[6.732043451, 46.000595567]"
228,2015,Zone Alpine Haute-Savoie,2024-01-14 00:00:00+00:00,2024-01-14 00:00:00+00:00,5,Particules PM10,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,"[6.730509586, 45.965363275]","[6.732043451, 46.000595567]"
229,2018,Puy-de-Dôme,2024-01-15 00:00:00+00:00,2024-01-14 00:00:00+00:00,8,Dioxyde d'azote,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,3.103709691,45.354134286
230,2018,Puy-de-Dôme,2024-01-14 00:00:00+00:00,2024-01-14 00:00:00+00:00,8,Dioxyde d'azote,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,3.103709691,45.354134286
231,2018,Puy-de-Dôme,2024-01-15 00:00:00+00:00,2024-01-14 00:00:00+00:00,7,Ozone,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,3.103709691,45.354134286
232,2018,Puy-de-Dôme,2024-01-14 00:00:00+00:00,2024-01-14 00:00:00+00:00,7,Ozone,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,3.103709691,45.354134286
